order_id,customer_id,product_id,product,category,quantity,unit_price,discount,gross_sales,sales,product_cost,shipping_cost,total_cost,profit,returns,return_reason,payment_method,payment_status,customer_type,customer_value,warehouse,city,state,region,order_date,delivery_date,delivery_days,shipping_mode,delivery_status,rating,review_count
ORD004779,CUST07055,P-TOY-396,Puzzle Set,Toys & Games,1,1699.49,124.06,1699.49,1575.43,1023.09,71.28,1094.37,481.06,No,,Credit Card,Paid,New,Budget,WH-MUM,Mumbai,Maharashtra,West,16-04-2023,22-04-2023,6,Standard,Delivered,4,1
ORD013500,CUST07951,P-CLO-231,Winter Jacket,Clothing,3,2168,162.6,6504,0,0,0,0,0,No,,Credit Card,Refunded,Returning,Premium,WH-PUN,Pune,Maharashtra,West,24-09-2025,,,Standard,Cancelled,,0
ORD017248,CUST03283,P-FOO-845,Women's Heels,Footwear,2,2839.07,300.94,5678.14,5377.2,2566.52,69.42,2635.94,2741.26,No,,Debit Card,Paid,New,Regular,WH-PAT,Patna,Bihar,East,06-02-2023,10-02-2023,4,Standard,Delivered,,0
ORD012650,CUST00103,P-GRO-600,Basmati Rice 5kg,Grocery,1,1437.28,87.67,1437.28,0,0,0,0,0,No,,DEBIT CARD,Refunded,Returning,Regular,WH-VIJ,Vijayawada,Andhra Pradesh,South,14-05-2025,,,Standard,Cancelled,,0
ORD005612,CUST07737,P-FOO-348,Casual Sneakers,Footwear,2,2628.22,0,5256.44,5256.44,3332.58,196.4,3528.98,1727.46,No,,Credit Card,Paid,New,Premium,WH-VIS,Visakhapatnam,Andhra Pradesh,South,01-12-2024,04-12-2024,3,Express,Delivered,5,1
ORD013011,CUST08771,P-BEA-365,Lipstick Set, BEAUTY & PERSONAL CARE,1,336.89,0,336.89,336.89,198.43,136.7,335.13,1.76,No,,UPI,Paid,New,Regular,WH-SUR,Surat,Gujarat,West,01-12-2025,02-12-2025,1,Express,Delivered,2,1
ORD022554,CUST02345,P-FOO-398,Formal Leather Shoes,Footwear,1,5866.52,1097.04,5866.52,0,0,0,0,0,Yes,Quality Not Satisfactory,UPI,Refunded,New,Regular,WH-COI,Coimbatore,Tamil Nadu,South,08-08-2023,09-08-2023,1,Express,Returned,,0
ORD001928,CUST01007,P-ELE-636,Home Theatre System,Electronics,5,35224.93,0,176124.65,176124.65,116594.52,283.99,116878.51,59246.14,No,,UPI,Paid,New,Regular,WH-CHE,Chennai,Tamil Nadu,South,26-04-2025,26-04-2025,0,Same-Day,Delivered,4,1
ORD017606,CUST05162,P-TOY-881,Board Game,Toys & Games,6,4001.91,3241.55,24011.46,20769.91,12341.89,57.69,12399.58,8370.33,No,,Net Banking,Paid,Returning,Budget,WH-COI,Coimbatore,Tamil Nadu,South,05-08-2024,11-08-2024,6,Standard,Delivered,,0
ORD010334,CUST01451,P-FOO-244,Casual Sneakers,FOOTWEAR,2,2994.85,575.01,5989.7,0,0,0,0,0,Yes,Received Damaged,Cash On Delivery ,Refunded,New,Regular,WH-KOL,Kolkata,West Bengal,East,13-06-2024,17-06-2024,4,Standard,Returned,,0
ORD008592,CUST07036,P-FUR-373,Wooden Bookshelf,Furniture,4,11124.82,4449.93,44499.28,40049.35,21315.16,154.09,21469.25,18580.1,No,,Cash on Delivery,Paid,Returning,Regular,WH-CHA,Chandigarh,Punjab,North,28-09-2024,01-10-2024,3,Standard,Delivered,,0
ORD011959,CUST00047,P-GRO-388,Organic Honey,Grocery ,3,749.45,0,2248.35,2248.35,1495.15,97.18,1592.33,656.02,No,,UPI ,Paid,New,Premium,WH-JAI,Jaipur,Rajasthan,North,21-10-2024,27-10-2024,6,Standard,Delivered,5,1
ORD017463,CUST05971,P-CLO-285,Ethnic Kurta Set,Clothing,3,1064.97,0,3194.91,3194.91,2252.41,43.72,2296.13,898.78,No,,UPI,Paid,New,Premium,WH-VIS,Visakhapatnam,Andhra Pradesh,South,07-09-2023,12-09-2023,5,Standard,Delivered,,0
ORD001001,CUST04007,P-ELE-701,Router,Electronics,3,30441.54,0,91324.62,91324.62,63196.64,143.42,63340.06,27984.56,No,,Credit Card,Paid,New,Regular,WH-COI,Coimbatore,Tamil Nadu,South,25-08-2024,28-08-2024,3,Express,Delivered,,0
ORD009404,CUST03804,P-GRO-862,Dry Fruits Box,Grocery,2,387.81,0,775.62,775.62,411.08,173.51,584.59,191.03,No,,Net Banking,Paid,New,Premium,WH-VIJ,Vijayawada,Andhra Pradesh,South,18-08-2025,20-08-2025,2,Express,Delivered,,0
ORD018393,CUST04676,P-BOO-741,Self-Help Book,Books,2,100.22,0,200.44,200.44,93.81,64.11,157.92,42.52,No,,CASH ON DELIVERY,Paid,Returning,Regular,WH-VIJ,Vijayawada,Andhra Pradesh,South,09-03-2024,12-03-2024,3,Standard,Delivered,4,1
ORD019877,CUST08025,P-SPO-757,Yoga Mat,Sports & Fitness,5,2431.62,0,12158.1,12158.1,7282.7,50.93,7333.63,4824.47,No,,Debit Card,Paid,Returning,Premium,WH-VIS,Visakhapatnam,Andhra Pradesh,South,14-08-2024,20-08-2024,6,Standard,Delivered,4,1
ORD007053,CUST05446,P-BOO-316,Biography,Books,2,501.85,104.38,1003.7,899.32,495.83,92.58,588.41,310.91,No,,Wallet,Paid,Returning,Premium,WH-KOC,Kochi,Kerala,South,18-03-2023,25-03-2023,7,Standard,Delivered,5,1
ORD021456,CUST01017,P-ELE-910,Power Bank,Electronics,1,16502.76,0,16502.76,16502.76,11535.43,112.15,11647.58,4855.18,No,,Cash on Delivery,Paid,Returning,Budget,WH-CHE,Chennai,Tamil Nadu,South,05-07-2023,09-07-2023,4,Standard,Delivered,4,1
ORD004346,CUST03673,P-ELE-350,Home Theatre System,Electronics,2,2900.57,0,5801.14,5801.14,4188.42,181.86,4370.28,1430.86,No,,Cash on Delivery,Paid,Returning,Regular,WH-VIS,Visakhapatnam,Andhra Pradesh,South,09-02-2025,12-02-2025,3,Express,Delivered,,0
ORD003082,CUST00472,P-TOY-954,Building Blocks Set,Toys & Games,1,701.56,32.97,701.56,0,0,0,0,0,No,,Debit Card,Refunded,Returning,Premium,WH-HYD,Hyderabad,Telangana,South,14-02-2025,,,Standard,Cancelled,,0
ORD009381,CUST01463,P-BEA-325,Hair Dryer,beauty & personal care,3,529.5,211.27,1588.5,1377.23,1156.43,107.15,1263.58,113.65,No,,Credit Card,Paid,New,Regular,WH-BEN,Bengaluru,Karnataka,South,06-05-2025,09-05-2025,3,Standard,Delivered,4,1
ORD009411,CUST00402,P-BOO-802,Cookbook,Books,1,266.31,0,266.31,266.31,164.05,88.44,252.49,13.82,No,,Wallet,Paid,New,Premium,WH-PUN,Pune,Maharashtra,West,20-01-2025,27-01-2025,7,Standard,Delivered,4,1
ORD015989,CUST04106,P-CLO-488,Women's Kurti,Clothing,1,1276.35,0,1276.35,1276.35,952.16,148.84,1101,175.35,No,,Wallet,Paid,Returning,Budget,WH-AHM,Ahmedabad,Gujarat,West,10-03-2023,12-03-2023,2,Express,Delivered,5,1
ORD019263,CUST03625,P-FUR-106,Office Chair,FURNITURE,4,10192.7,0,40770.8,40770.8,18550.71,85.64,18636.35,22134.45,No,,Cash on Delivery,Paid,Returning,Regular,WH-BHU,Bhubaneswar,Odisha,East,15-07-2024,19-07-2024,4,Standard,Delivered,5,1
ORD000132,CUST03847,P-FOO-497,Formal Leather Shoes, Footwear,4,4845.33,3314.21,19381.32,0,0,0,0,0,Yes,Wrong Item Delivered,DEBIT CARD,Refunded,Returning,Budget,WH-BHO,Bhopal,Madhya Pradesh,Central,08-05-2025,11-05-2025,3,Express,Returned,1,1
ORD007060,CUST00707,P-TOY-832,Action Figure,Toys & Games,1,231.48,0,231.48,231.48,159.26,107.31,266.57,-35.09,No,,Cash on Delivery,Paid,Returning,Budget,WH-AHM,Ahmedabad,Gujarat,West,31-08-2024,01-09-2024,1,Express,Delivered,3,1
ORD016922,CUST04121,P-CLO-629,Track Pants,Clothing,2,2407.52,765.59,4815.04,4049.45,3336.82,146.78,3483.6,565.85,No,, Net Banking,Paid,New,Budget,WH-GUW,Guwahati,Assam,North-East,13-01-2025,16-01-2025,3,Express,Delivered,5,1
ORD013036,CUST05113,P-BEA-454,Hair Dryer,Beauty & Personal Care,5,1676.66,0,8383.3,8383.3,3906.62,41.23,3947.85,4435.45,No,,Credit Card,Paid,Returning,Premium,WH-CHA,Chandigarh,Punjab,North,02-05-2023,06-05-2023,4,Standard,Delivered,5,1
ORD013632,CUST02031,P-GRO-403,Basmati Rice 5kg,Grocery ,2,1154.11,394.71,2308.22,0,0,0,0,0,Yes,Quality Not Satisfactory,Cash on Delivery,Refunded,Returning,Premium,WH-IND,Indore,Madhya Pradesh,Central,21-06-2024,22-06-2024,1,Same-Day,Returned,,0
ORD007852,CUST01222,P-TOY-735,Soft Toy,Toys & Games,1,2739.38,0,2739.38,2739.38,1668.28,86.79,1755.07,984.31,No,, Debit Card,Paid,Returning,Premium,WH-JAI,Jaipur,Rajasthan,North,10-09-2023,16-09-2023,6,Standard,Delivered,5,1
ORD013548,CUST02738,P-CLO-676,Ethnic Kurta Set,Clothing,1,1344.15,271.52,1344.15,1072.63,743.31,66.35,809.66,262.97,No,,Wallet,Paid,New,Budget,WH-IND,Indore,Madhya Pradesh,Central,16-01-2025,21-01-2025,5,Standard,Delivered,4,1
ORD017200,CUST07101,P-GRO-629,Spices Combo Pack,Grocery,1,1913.53,0,1913.53,0,0,0,0,0,No,,Net Banking,Refunded,New,Premium,WH-JAI,Jaipur,Rajasthan,North,13-02-2025,,,Same-Day,Cancelled,,0
ORD007279,CUST06780,P-SPO-434,Cricket Bat,sports & fitness,2,5355.96,0,10711.92,0,0,0,0,0,No,,Net Banking,Refunded,New,Premium,WH-LUC,Lucknow,Uttar Pradesh,North,08-06-2025,,,Standard,Cancelled,,0
ORD008066,CUST00460,P-HOM-504,Air Fryer,Home & Kitchen,1,2989.28,0,2989.28,2989.28,1381.05,98.04,1479.09,1510.19,No,,Cash on Delivery,Paid,Returning,Regular,WH-MUM,Mumbai,Maharashtra,West,18-09-2023,22-09-2023,4,Standard,Delivered,,0
ORD014373,CUST05375,P-HOM-666,Air Fryer,Home & Kitchen,1,2989.77,708.58,2989.77,2281.19,1569.63,109.11,1678.74,602.45,No,,Net Banking,Paid,Returning,Budget,WH-MUM,Mumbai,Maharashtra,West,22-02-2025,25-02-2025,3,Standard,Delivered,5,1
ORD004733,CUST05215,P-FOO-344,Women's Heels,Footwear,4,3177.71,0,12710.84,12710.84,8147.65,58.41,8206.06,4504.78,No,,Net Banking,Paid,New,Premium,WH-KAR,Karimnagar,Telangana,South,08-01-2023,13-01-2023,5,Standard,Delivered,4,1
ORD012582,CUST02260,P-HOM-876,Bedsheet Set,Home & Kitchen,2,12873.15,3861.94,25746.3,21884.36,12795.91,44.16,12840.07,9044.29,No,,Credit Card,Paid,Returning,Premium,WH-BEN,Bengaluru,Karnataka,South,10-05-2025,15-05-2025,5,Standard,Delivered,5,1
ORD019743,CUST03246,P-CLO-315,Track Pants,Clothing,2,2535.59,228.2,5071.18,4842.98,2540.66,103.66,2644.32,2198.66,No,,Cash on Delivery,Paid,New,Regular,WH-KAR,Karimnagar,Telangana,South,06-02-2025,13-02-2025,7,Standard,Delivered,5,1
ORD004058,CUST07162,P-BOO-230,Biography,Books,1,798.41,23.95,798.41,0,0,0,0,0,No,,Debit Card,Refunded,New,Premium,WH-BHO,Bhopal,Madhya Pradesh,Central,13-08-2024,,,Standard,Cancelled,,0
ORD022849,CUST04627,P-BEA-188,Face Wash, BEAUTY & PERSONAL CARE,4,199.66,146.95,798.64,651.69,556.65,187.67,744.32,-92.63,No,,Net Banking,Paid,New,Budget,WH-GUR,Gurugram,Haryana,North,22-06-2024,23-06-2024,1,Express,Delivered,3,1
ORD011427,CUST04181,P-BEA-951,Perfume,Beauty & Personal Care,2,1725.96,859.53,3451.92,2592.39,1567.17,337.52,1904.69,687.7,No,,UPI,Paid,New,Budget,WH-IND,Indore,Madhya Pradesh,Central,22-12-2024,23-12-2024,1,Same-Day,Delivered,,0
ORD002043,CUST05218,P-TOY-446,Remote Control Car,Toys & Games,1,1691.91,0,1691.91,1691.91,1048.98,74.33,1123.31,568.6,No,,Wallet,Paid,New,Premium,WH-NOI,Noida,Uttar Pradesh,North,09-07-2025,13-07-2025,4,Standard,Delivered,,0
ORD007289,CUST05115,P-FUR-659,Office Chair,Furniture,1,19674.96,1062.45,19674.96,0,0,0,0,0,Yes,Better Price Available,Debit Card,Refunded,New,Premium,WH-GUW,Guwahati,Assam,North-East,05-06-2025,07-06-2025,2,Express,Returned,,0
ORD023635,CUST01244,P-FOO-829,Women's Heels,Footwear,4,5414.7,0,21658.8,21658.8,12237.22,220.48,12457.7,9201.1,No,,Debit Card,Paid,New,Premium,WH-PUN,Pune,Maharashtra,West,28-05-2024,31-05-2024,3,Express,Delivered,5,1
ORD010254,CUST02823,P-FUR-763,Wooden Bookshelf,furniture,3,33979.58,5402.75,101938.74,96535.99,67483.45,430.62,67914.07,28621.92,No,,Credit Card,Paid,New,Budget,WH-SUR,Surat,Gujarat,West,11-01-2023,12-01-2023,1,Express,Delivered,4,1
ORD014630,CUST08323,P-GRO-784,Basmati Rice 5kg,Grocery,6,1107.6,1375.64,6645.6,5269.96,4964.26,198.18,5162.44,107.52,No,,Wallet,Paid,Returning,Budget,WH-MUM,Mumbai,Maharashtra,West,06-09-2023,09-09-2023,3,Express,Delivered,2,1
ORD014422,CUST01388,P-TOY-505,Building Blocks Set,Toys & Games,1,1244.92,0,1244.92,1244.92,927.47,192.65,1120.12,124.8,No,,Net Banking,Paid,New,Regular,WH-BHO,Bhopal,Madhya Pradesh,Central,06-11-2023,08-11-2023,2,Express,Delivered,5,1
ORD022157,CUST05545,P-FUR-410,Wooden Bookshelf,Furniture ,1,27685.11,6782.85,27685.11,20902.26,16112.73,103.24,16215.97,4686.29,No,,Net Banking,Paid,New,Budget,WH-JAI,Jaipur,Rajasthan,North,03-09-2025,08-09-2025,5,Standard,Delivered,4,1
ORD006695,CUST06342,P-FOO-204,Casual Sneakers,Footwear,2,431.69,204.62,863.38,658.76,598.32,212.31,810.63,-151.87,No,,Credit Card,Paid,Returning,Regular,WH-KAR,Karimnagar,Telangana,South,21-01-2024,24-01-2024,3,Express,Delivered,5,1
ORD016699,CUST07269,P-FUR-895,Wardrobe,Furniture,1,12941.17,543.53,12941.17,12397.64,6690.58,331.05,7021.63,5376.01,No,,Credit Card,Paid,New,Regular,WH-JAI,Jaipur,Rajasthan,North,18-07-2024,19-07-2024,1,Express,Delivered,,0
ORD024040,CUST04554,P-ELE-811,Home Theatre System, electronics ,6,39140.79,51431,234844.74,183413.74,113430.01,76.05,113506.06,69907.68,No,,Wallet,Paid,Returning,Premium,WH-MUM,Mumbai,Maharashtra,West,27-01-2025,01-02-2025,5,Standard,Delivered,,0
ORD018502,CUST07478,P-ELE-715,Bluetooth Speaker,Electronics,1,42470.65,7602.25,42470.65,34868.4,22806.74,91.37,22898.11,11970.29,No,,Wallet,Paid,Returning,Premium,WH-NAG,Nagpur,Maharashtra,West,25-05-2025,29-05-2025,4,Standard,Delivered,3,1
ORD012639,CUST04871,P-FUR-668,Sofa Set,Furniture,4,32476.91,28449.77,129907.64,101457.87,74177.26,437.48,74614.74,26843.13,No,,Credit Card,Paid,Returning,Premium,WH-SUR,Surat,Gujarat,West,30-04-2025,02-05-2025,2,Express,Delivered,5,1
ORD014726,CUST02078,P-BOO-919,Cookbook,Books,2,510.05,169.34,1020.1,850.76,491.69,50.91,542.6,308.16,No,,UPI,Paid,New,Budget,WH-BHO,Bhopal,Madhya Pradesh,Central,17-11-2023,24-11-2023,7,Standard,Delivered,4,1
ORD015969,CUST04102,P-GRO-465,Dry Fruits Box,Grocery,4,898.42,93.44,3593.68,3500.24,2357.45,80.58,2438.03,1062.21,No,,NET BANKING,Paid,Returning,Budget,WH-CHE,Chennai,Tamil Nadu,South,27-02-2025,04-03-2025,5,Standard,Delivered,5,1
ORD010803,CUST00277,P-TOY-539,Puzzle Set,Toys & Games,4,4191.25,687.36,16765,16077.64,7644.84,46.32,7691.16,8386.48,No,,Debit Card,Paid,New,Budget,WH-BHO,Bhopal,Madhya Pradesh,Central,21-07-2025,28-07-2025,7,Standard,Delivered,3,1
ORD001929,CUST04577,P-HOM-887,Pressure Cooker,Home & Kitchen,1,922.19,0,922.19,0,0,0,0,0,No,,UPI,Refunded,Returning,Budget,WH-BEN,Bengaluru,Karnataka,South,20-12-2025,,,Standard,Cancelled,,0
ORD016295,CUST01760,P-SPO-844,Football,Sports & Fitness,1,7567.43,0,7567.43,7567.43,5448.55,84.66,5533.21,2034.22,No,,UPI,Paid,Returning,Premium,WH-PAT,Patna,Bihar,East,30-12-2023,04-01-2024,5,Standard,Delivered,3,1
ORD002697,CUST07033,P-ELE-950,Laptop,Electronics ,1,21736.44,4108.19,21736.44,17628.25,15128.56,238.45,15367.01,2261.24,No,,UPI ,Paid,Returning,Regular,WH-KOL,Kolkata,West Bengal,East,09-05-2025,12-05-2025,3,Express,Delivered,5,1
ORD010796,CUST06954,P-GRO-470,Green Tea Pack,Grocery,4,1605.82,0,6423.28,6423.28,4631.18,202.54,4833.72,1589.56,No,,Net Banking,Paid,New,Premium,WH-CHE,Chennai,Tamil Nadu,South,11-10-2023,12-10-2023,1,Express,Delivered,5,1
ORD019589,CUST02187,P-FUR-102,Study Table,Furniture,1,26696.08,0,26696.08,0,0,0,0,0,No,,Debit Card,Refunded,New,Budget,WH-BEN,Bengaluru,Karnataka,South,03-03-2023,,,Standard,Cancelled,,0
ORD002330,CUST03315,P-ELE-179,Bluetooth Speaker,Electronics,1,20485.95,0,20485.95,0,0,0,0,0,Yes,Wrong Item Delivered,Net Banking,Refunded,New,Budget,WH-VIS,Visakhapatnam,Andhra Pradesh,South,19-01-2025,24-01-2025,5,Standard,Returned,,0
ORD001112,CUST05957,P-FOO-533,Formal Leather Shoes,footwear,2,4279.02,932.83,8558.04,7625.21,5340.22,115.84,5456.06,2169.15,No,,Cash on Delivery,Paid,New,Regular,WH-PUN,Pune,Maharashtra,West,01-01-2023,06-01-2023,5,Standard,Delivered,,0
ORD015571,CUST05467,P-SPO-774,Badminton Racket,Sports & Fitness,4,3418.94,1887.25,13675.76,0,0,0,0,0,Yes,Quality Not Satisfactory,Net Banking,Refunded,New,Premium,WH-MUM,Mumbai,Maharashtra,West,22-04-2023,25-04-2023,3,Express,Returned,1,1
ORD020256,CUST06573,P-HOM-629,Non-Stick Cookware Set,Home & Kitchen,2,12180.24,3337.39,24360.48,21023.09,17588.27,158.11,17746.38,3276.71,No,,UPI,Paid,New,Budget,WH-LUC,Lucknow,Uttar Pradesh,North,24-12-2023,25-12-2023,1,Express,Delivered,,0
ORD015611,CUST04006,P-GRO-985,Spices Combo Pack,Grocery,2,614,195.25,1228,1032.75,722.06,110.67,832.73,200.02,No,,Wallet,Paid,New,Premium,WH-KOL,Kolkata,West Bengal,East,12-06-2024,17-06-2024,5,Standard,Delivered,5,1
ORD000609,CUST04356,P-FOO-851,Running Shoes,Footwear,3,5391.84,0,16175.52,16175.52,9592.08,71.14,9663.22,6512.3,No,,Credit Card,Paid,Returning,Premium,WH-BEN,Bengaluru,Karnataka,South,14-09-2024,20-09-2024,6,Standard,Delivered,5,1
ORD017308,CUST08348,P-CLO-166,Women's Kurti,Clothing ,1,733.91,63.12,733.91,670.79,482.91,51.18,534.09,136.7,No,,UPI,Paid,Returning,Premium,WH-JAI,Jaipur,Rajasthan,North,30-09-2025,04-10-2025,4,Standard,Delivered,5,1
ORD001606,CUST01922,P-FOO-636,Sports Sandals,Footwear,1,1917.92,0,1917.92,1917.92,907.18,87.46,994.64,923.28,No,,UPI,Paid,New,Budget,WH-PUN,Pune,Maharashtra,West,22-08-2025,27-08-2025,5,Standard,Delivered,5,1
ORD024744,CUST08825,P-HOM-386,Air Fryer,Home and Kitchen,1,12286.83,0,12286.83,0,0,0,0,0,Yes,Quality Not Satisfactory,Credit Card,Refunded,New,Budget,WH-LUC,Lucknow,Uttar Pradesh,North,03-08-2023,08-08-2023,5,Standard,Returned,,0
ORD020796,CUST04415,P-SPO-816,Badminton Racket,Sports & Fitness,1,1028.55,137.83,1028.55,890.72,632.56,70.97,703.53,187.19,No,,UPI,Paid,New,Regular,WH-JAI,Jaipur,Rajasthan,North,28-01-2025,04-02-2025,7,Standard,Delivered,,0
ORD005149,CUST06772,P-FOO-399,Sports Sandals,Footwear,1,2630.13,0,2630.13,2630.13,1422.9,299.22,1722.12,908.01,No,,Wallet,Paid,New,Regular,WH-SUR,Surat,Gujarat,West,08-05-2025,09-05-2025,1,Same-Day,Delivered,5,1
ORD023099,CUST00393,P-HOM-700,Pressure Cooker,Home & Kitchen,2,11593.98,3988.33,23187.96,19199.63,12521.5,101.1,12622.6,6577.03,No,, Debit Card,Paid,New,Regular,WH-DEL,Delhi,Delhi,North,22-03-2024,25-03-2024,3,Express,Delivered,3,1
ORD002649,CUST00115,P-HOM-660,Water Purifier,Home & Kitchen,2,1161.78,0,2323.56,0,0,0,0,0,Yes,Received Damaged,Cash on Delivery,Refunded,Returning,Regular,WH-JAI,Jaipur,Rajasthan,North,20-01-2025,27-01-2025,7,Standard,Returned,,0
ORD015805,CUST05409,P-HOM-368,Pressure Cooker,Home & Kitchen,4,9607.25,7839.52,38429,30589.48,22096.68,44.65,22141.33,8448.15,No,,Net Banking,Paid,New,Premium,WH-NOI,Noida,Uttar Pradesh,North,24-04-2024,30-04-2024,6,Standard,Delivered,5,1
ORD020623,CUST06438,P-TOY-835,Action Figure,TOYS & GAMES,4,2517.89,0,10071.56,10071.56,4945.14,196.94,5142.08,4929.48,No,,Credit Card,Paid,New,Budget,WH-GUR,Gurugram,Haryana,North,23-10-2023,24-10-2023,1,Express,Delivered,3,1
ORD004709,CUST01273,P-GRO-524,Spices Combo Pack,Grocery,1,1541.82,0,1541.82,1541.82,738.53,89.54,828.07,713.75,No,,Net Banking,Paid,Returning,Regular,WH-KOL,Kolkata,West Bengal,East,15-06-2025,21-06-2025,6,Standard,Delivered,5,1
ORD001649,CUST08154,P-BOO-258,Biography,Books,5,968.91,833.26,4844.55,0,0,0,0,0,Yes,Quality Not Satisfactory,Net Banking,Refunded,Returning,Budget,WH-KOL,Kolkata,West Bengal,East,21-11-2024,24-11-2024,3,Standard,Returned,,0
ORD004157,CUST07130,P-HOM-534,Mixer Grinder,Home & Kitchen,3,8512.67,6129.12,25538.01,19408.89,13662.84,136.82,13799.66,5609.23,No,,Wallet,Paid,New,Regular,WH-MUM,Mumbai,Maharashtra,West,15-03-2024,16-03-2024,1,Express,Delivered,3,1
ORD004156,CUST05512,P-FOO-909,Formal Leather Shoes,Footwear,2,5130.51,0,10261.02,10261.02,7336.63,44.73,7381.36,2879.66,No,,UPI,Paid,New,Regular,WH-NAG,Nagpur,Maharashtra,West,29-12-2024,01-01-2025,3,Standard,Delivered,,0
ORD016239,CUST01956,P-CLO-718,Winter Jacket,Clothing,2,1224.92,257.23,2449.84,2192.61,1543.4,161.75,1705.15,487.46,No,,Debit Card,Paid,New,Regular,WH-BHU,Bhubaneswar,Odisha,East,04-07-2024,06-07-2024,2,Express,Delivered,,0
ORD022257,CUST05311,P-ELE-815,Smartphone,Electronics,1,51313.15,3181.42,51313.15,48131.73,34277.18,128.5,34405.68,13726.05,No,,Cash on Delivery,Paid,Returning,Budget,WH-VIJ,Vijayawada,Andhra Pradesh,South,28-07-2025,29-07-2025,1,Express,Delivered,2,1
ORD015232,CUST03837,P-ELE-163,Wireless Earbuds,ELECTRONICS,1,49606.09,7688.94,49606.09,41917.15,24555.01,140.39,24695.4,17221.75,No,,UPI,Paid,Returning,Premium,WH-GUR,Gurugram,Haryana,North,19-02-2024,20-02-2024,1,Express,Delivered,3,1
ORD019730,CUST04357,P-FUR-199,Wardrobe,Furniture,1,39639.13,9354.83,39639.13,30284.3,29451.87,506.85,29958.72,325.58,No,,Credit Card,Paid,Returning,Premium,WH-KOC,Kochi,Kerala,South,13-06-2023,14-06-2023,1,Express,Delivered,4,1
ORD010242,CUST03346,P-HOM-979,Air Fryer,Home & Kitchen,4,7534.89,4038.7,30139.56,26100.86,20012.67,58.51,20071.18,6029.68,No,,net banking,Paid,Returning,Premium,WH-MUM,Mumbai,Maharashtra,West,06-02-2024,10-02-2024,4,Standard,Delivered,,0
ORD005683,CUST02090,P-BEA-229,Perfume,Beauty & Personal Care,3,2803.42,0,8410.26,8410.26,5332.1,102.34,5434.44,2975.82,No,,Debit Card,Paid,New,Premium,WH-LUC,Lucknow,Uttar Pradesh,North,01-09-2023,06-09-2023,5,Standard,Delivered,5,1
ORD016359,CUST03449,P-SPO-494,Cricket Bat,SPORTS & FITNESS,3,6642.45,4802.49,19927.35,15124.86,9704.62,153.33,9857.95,5266.91,No,,NetBanking,Paid,Returning,Premium,WH-CHA,Chandigarh,Punjab,North,29-01-2024,31-01-2024,2,Express,Delivered,3,1
ORD002803,CUST03099,P-SPO-724,Cycling Helmet,Sports & Fitness,5,9975.97,12220.56,49879.85,37659.29,33818.54,63.94,33882.48,3776.81,No,,Wallet,Paid,New,Budget,WH-BHO,Bhopal,Madhya Pradesh,Central,13-11-2023,16-11-2023,3,Standard,Delivered,,0
ORD015008,CUST01253,P-HOM-579,Non-Stick Cookware Set,Home & Kitchen,4,14293.93,0,57175.72,57175.72,27272.82,48.41,27321.23,29854.49,No,,Debit Card,Paid,Returning,Regular,WH-BEN,Bengaluru,Karnataka,South,09-09-2025,15-09-2025,6,Standard,Delivered,5,1
ORD008658,CUST06889,P-ELE-731,Router,Electronics,1,27831.12,0,27831.12,27831.12,17366.62,95.17,17461.79,10369.33,No,,Debit Card,Paid,Returning,Premium,WH-LUC,Lucknow,Uttar Pradesh,North,23-11-2023,26-11-2023,3,Standard,Delivered,,0
ORD012379,CUST00415,P-BEA-879,Hair Dryer,Beauty & Personal Care,1,1716.38,66.94,1716.38,1649.44,1158.56,85.73,1244.29,405.15,No,,Debit Card,Paid,New,Budget,WH-KOL,Kolkata,West Bengal,East,01-08-2023,07-08-2023,6,Standard,Delivered,,0
ORD006701,CUST07354,P-HOM-481,Dinner Set,Home & Kitchen,1,8328.82,1274.31,8328.82,0,0,0,0,0,No,,Net Banking,Refunded,New,Premium,WH-HYD,Hyderabad,Telangana,South,19-01-2024,,,Standard,Cancelled,,0
ORD013388,CUST08940,P-BEA-199,Perfume,Beauty & Personal Care,2,284.65,0,569.3,0,0,0,0,0,Yes,Better Price Available,Net Banking,Refunded,New,Regular,WH-AHM,Ahmedabad,Gujarat,West,23-05-2025,25-05-2025,2,Express,Returned,2,1
ORD012178,CUST04885,P-FUR-510,Wardrobe,Furniture,1,38508.57,0,38508.57,38508.57,20525.07,73.3,20598.37,17910.2,No,,Wallet,Paid,New,Premium,WH-IND,Indore,Madhya Pradesh,Central,27-08-2024,31-08-2024,4,Standard,Delivered,5,1
ORD008604,CUST08623,P-HOM-301,Air Fryer,Home & Kitchen,4,3410.04,763.85,13640.16,0,0,0,0,0,No,,CREDIT CARD,Refunded,New,Budget,WH-NAG,Nagpur,Maharashtra,West,10-07-2024,,,Standard,Cancelled,,0
ORD000285,CUST00991,P-FUR-782,Wardrobe,Furniture,1,39776.88,1949.07,39776.88,0,0,0,0,0,Yes,Received Damaged,Credit Card,Refunded,Returning,Regular,WH-VIS,Visakhapatnam,Andhra Pradesh,South,16-09-2025,20-09-2025,4,Standard,Returned,,0
ORD022691,CUST00860,P-GRO-850,Spices Combo Pack,Grocery,1,1752.92,99.92,1752.92,0,0,0,0,0,No,,WALLET,Refunded,New,Regular,WH-BHU,Bhubaneswar,Odisha,East,11-10-2025,,,Standard,Cancelled,,0
